,movie_id,title,genres
995,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
996,1010,"Love Bug, The (1969)",Children's|Comedy
997,1011,Herbie Rides Again (1974),Adventure|Children's|Comedy
998,1012,Old Yeller (1957),Children's|Drama
999,1013,"Parent Trap, The (1961)",Children's|Drama
1000,1014,Pollyanna (1960),Children's|Comedy|Drama
1001,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
1002,1016,"Shaggy Dog, The (1959)",Children's|Comedy
1003,1017,Swiss Family Robinson (1960),Adventure|Children's
1004,1018,That Darn Cat! (1965),Children's|Comedy|Mystery
1005,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1006,1020,Cool Runnings (1993),Comedy
1007,1021,Angels in the Outfield (1994),Children's|Comedy
1008,1022,Cinderella (1950),Animation|Children's|Musical
1009,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1010,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical
1011,1025,"Sword in the Stone, The (1963)",Animation|Children's
1012,1026,So Dear to My Heart (1949),Children's|Drama
1013,1027,Robin Hood: Prince of Thieves (1991),Drama
1014,1028,Mary Poppins (1964),Children's|Comedy|Musical
1015,1029,Dumbo (1941),Animation|Children's|Musical
1016,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
1017,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
1018,1032,Alice in Wonderland (1951),Animation|Children's|Musical
1019,1033,"Fox and the Hound, The (1981)",Animation|Children's
1020,1034,Freeway (1996),Crime
1021,1035,"Sound of Music, The (1965)",Musical
1022,1036,Die Hard (1988),Action|Thriller
1023,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
1024,1038,Unhook the Stars (1996),Drama
1025,1039,Synthetic Pleasures (1995),Documentary
1026,1040,"Secret Agent, The (1996)",Drama
1027,1041,Secrets & Lies (1996),Drama
1028,1042,That Thing You Do! (1996),Comedy
1029,1043,To Gillian on Her 37th Birthday (1996),Drama|Romance
1030,1044,Surviving Picasso (1996),Drama
1031,1045,Love Is All There Is (1996),Comedy|Drama
1032,1046,Beautiful Thing (1996),Drama|Romance
1033,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller
1034,1049,"Ghost and the Darkness, The (1996)",Action|Adventure
1035,1050,Looking for Richard (1996),Documentary|Drama
1036,1051,Trees Lounge (1996),Drama
1037,1052,"Proprietor, The (1996)",Drama
1038,1053,Normal Life (1996),Crime|Drama
1039,1054,Get on the Bus (1996),Drama
1040,1055,Shadow Conspiracy (1997),Thriller
1041,1056,Jude (1996),Drama
1042,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
1043,1058,Bitter Sugar (Azucar Amargo) (1996),Drama
1044,1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
1045,1060,Swingers (1996),Comedy|Drama
1046,1061,Sleepers (1996),Crime|Drama
1047,1062,"Sunchaser, The (1996)",Drama
1048,1063,Johns (1996),Drama
1049,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
1050,1065,"Woman in Question, The (1950)",Mystery
1051,1066,Shall We Dance? (1937),Comedy|Musical|Romance
1052,1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
1053,1068,Crossfire (1947),Crime|Film-Noir
1054,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller
1055,1070,Macao (1952),Adventure
1056,1071,For the Moment (1994),Romance|War
1057,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
1058,1075,"Sexual Life of the Belgians, The (1994)",Comedy
1059,1076,"Innocents, The (1961)",Thriller
1060,1077,Sleeper (1973),Comedy|Sci-Fi
1061,1078,Bananas (1971),Comedy|War
1062,1079,"Fish Called Wanda, A (1988)",Comedy
1063,1080,Monty Python's Life of Brian (1979),Comedy
1064,1081,Victor/Victoria (1982),Comedy|Musical
1065,1082,"Candidate, The (1972)",Drama
1066,1083,"Great Race, The (1965)",Comedy|Musical
1067,1084,Bonnie and Clyde (1967),Crime|Drama
1068,1085,"Old Man and the Sea, The (1958)",Adventure|Drama
1069,1086,Dial M for Murder (1954),Mystery|Thriller
1070,1087,Madame Butterfly (1995),Musical
1071,1088,Dirty Dancing (1987),Musical|Romance
1072,1089,Reservoir Dogs (1992),Crime|Thriller
1073,1090,Platoon (1986),Drama|War
1074,1091,Weekend at Bernie's (1989),Comedy
1075,1092,Basic Instinct (1992),Mystery|Thriller
1076,1093,"Doors, The (1991)",Drama|Musical
1077,1094,"Crying Game, The (1992)",Drama|Romance|War
1078,1095,Glengarry Glen Ross (1992),Drama
1079,1096,Sophie's Choice (1982),Drama
1080,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1081,1098,"Search for One-eye Jimmy, The (1996)",Comedy
1082,1099,"Christmas Carol, A (1938)",Drama
1083,1100,Days of Thunder (1990),Action|Romance
1084,1101,Top Gun (1986),Action|Romance
1085,1102,American Strays (1996),Action
1086,1103,Rebel Without a Cause (1955),Drama
1087,1104,"Streetcar Named Desire, A (1951)",Drama
1088,1105,Children of the Corn IV: The Gathering (1996),Horror
1089,1106,"Leopard Son, The (1996)",Documentary
1090,1107,Loser (1991),Comedy
1091,1108,Prerokbe Ognja (1995),Documentary
1092,1109,Charm's Incidents (1996),Drama
1093,1110,Bird of Prey (1996),Action
1094,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1095,1112,Palookaville (1996),Action|Drama
1096,1113,"Associate, The (1996)",Comedy
1097,1114,"Funeral, The (1996)",Drama
1098,1115,Sleepover (1995),Comedy|Drama
1099,1116,"Single Girl, A (La Fille Seule) (1995)",Drama
1100,1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama
1101,1118,Tashunga (1995),Adventure|Western
1102,1119,Drunks (1997),Drama
1103,1120,"People vs. Larry Flynt, The (1996)",Drama
1104,1121,Glory Daze (1996),Drama
1105,1122,Plutonium Circus (1995),Documentary
1106,1123,"Perfect Candidate, A (1996)",Documentary
1107,1124,On Golden Pond (1981),Drama
1108,1125,"Return of the Pink Panther, The (1974)",Comedy
1109,1126,Drop Dead Fred (1991),Comedy|Fantasy
1110,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1111,1128,"Fog, The (1980)",Horror
1112,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1113,1130,"Howling, The (1980)",Horror
1114,1131,Jean de Florette (1986),Drama
1115,1132,Manon of the Spring (Manon des sources) (1986),Drama
1116,1133,Talking About Sex (1994),Comedy|Drama
1117,1134,Johnny 100 Pesos (1993),Action|Drama
1118,1135,Private Benjamin (1980),Comedy
1119,1136,Monty Python and the Holy Grail (1974),Comedy
1120,1137,Hustler White (1996),Romance
1121,1138,Dadetown (1995),Documentary
1122,1139,Everything Relative (1996),Drama
1123,1140,Entertaining Angels: The Dorothy Day Story (1996),Drama
1124,1141,Hoogste tijd (1995),Drama
1125,1142,Get Over It (1996),Drama
1126,1143,Three Lives and Only One Death (1996),Comedy
1127,1144,"Line King: Al Hirschfeld, The (1996)",Documentary
1128,1145,Snowriders (1996),Documentary
1129,1146,Curtis's Charm (1995),Comedy|Drama
1130,1147,When We Were Kings (1996),Documentary
1131,1148,"Wrong Trousers, The (1993)",Animation|Comedy
1132,1149,JLG/JLG - autoportrait de d�cembre (1994),Documentary|Drama
1133,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1134,1151,Faust (1994),Animation|Comedy|Thriller
1135,1152,He Walked by Night (1948),Crime|Film-Noir|Thriller
1136,1153,Raw Deal (1948),Film-Noir
1137,1154,T-Men (1947),Film-Noir
1138,1155,"Invitation, The (Zaproszenie) (1986)",Drama
1139,1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama
1140,1157,"Symphonie pastorale, La (1946)",Drama
1141,1158,Here Comes Cookie (1935),Comedy
1142,1159,Love in Bloom (1935),Romance
1143,1160,Six of a Kind (1934),Comedy
1144,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1145,1162,"Ruling Class, The (1972)",Comedy
1146,1163,Mina Tannenbaum (1994),Drama
1147,1164,Two or Three Things I Know About Her (1966),Drama
1148,1165,"Bloody Child, The (1996)",Drama|Thriller
1149,1166,Farmer & Chase (1995),Comedy
1150,1167,Dear God (1996),Comedy
1151,1168,Bad Moon (1996),Horror
1152,1169,American Dream (1990),Documentary
1153,1170,Best of the Best 3: No Turning Back (1995),Action
1154,1171,Bob Roberts (1992),Comedy
1155,1172,Cinema Paradiso (1988),Comedy|Drama|Romance
1156,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
1157,1174,Grosse Fatigue (1994),Comedy
1158,1175,Delicatessen (1991),Comedy|Sci-Fi
1159,1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama
1160,1177,Enchanted April (1991),Drama
1161,1178,Paths of Glory (1957),Drama|War
1162,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1163,1180,Hear My Song (1991),Comedy
1164,1181,"Shooter, The (1995)",Action
1165,1183,"English Patient, The (1996)",Drama|Romance|War
1166,1184,Mediterraneo (1991),Comedy|War
1167,1185,My Left Foot (1989),Drama
1168,1186,"Sex, Lies, and Videotape (1989)",Drama
1169,1187,Passion Fish (1992),Drama
1170,1188,Strictly Ballroom (1992),Comedy|Romance
1171,1189,"Thin Blue Line, The (1988)",Documentary
1172,1190,Tie Me Up! Tie Me Down! (1990),Drama
1173,1191,Madonna: Truth or Dare (1991),Documentary
1174,1192,Paris Is Burning (1990),Documentary
1175,1193,One Flew Over the Cuckoo's Nest (1975),Drama
1176,1194,Up in Smoke (1978),Comedy
1177,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1178,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
1179,1198,Raiders of the Lost Ark (1981),Action|Adventure
1180,1199,Brazil (1985),Sci-Fi
1181,1200,Aliens (1986),Action|Sci-Fi|Thriller|War
1182,1201,"Good, The Bad and The Ugly, The (1966)",Action|Western
1183,1202,Withnail and I (1987),Comedy
1184,1203,12 Angry Men (1957),Drama
1185,1204,Lawrence of Arabia (1962),Adventure|War
1186,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
1187,1206,"Clockwork Orange, A (1971)",Sci-Fi
1188,1207,To Kill a Mockingbird (1962),Drama
1189,1208,Apocalypse Now (1979),Drama|War
1190,1209,Once Upon a Time in the West (1969),Western
1191,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1192,1211,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance
1193,1212,"Third Man, The (1949)",Mystery|Thriller
1194,1213,GoodFellas (1990),Crime|Drama
1195,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller
1196,1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
1197,1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
1198,1217,Ran (1985),Drama|War
1199,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1200,1219,Psycho (1960),Horror|Thriller
1201,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1202,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama
1203,1222,Full Metal Jacket (1987),Action|Drama|War
1204,1223,"Grand Day Out, A (1992)",Animation|Comedy
1205,1224,Henry V (1989),Drama|War
1206,1225,Amadeus (1984),Drama
1207,1226,"Quiet Man, The (1952)",Comedy|Romance
1208,1227,Once Upon a Time in America (1984),Crime|Drama|Thriller
1209,1228,Raging Bull (1980),Drama
1210,1230,Annie Hall (1977),Comedy|Romance
1211,1231,"Right Stuff, The (1983)",Drama
1212,1232,Stalker (1979),Mystery|Sci-Fi
1213,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War
1214,1234,"Sting, The (1973)",Comedy|Crime
1215,1235,Harold and Maude (1971),Comedy
1216,1236,Trust (1990),Comedy|Drama
1217,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1218,1238,Local Hero (1983),Comedy
1219,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1220,1241,Braindead (1992),Comedy|Horror
1221,1242,Glory (1989),Action|Drama|War
1222,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1223,1244,Manhattan (1979),Comedy|Drama|Romance
1224,1245,Miller's Crossing (1990),Drama
1225,1246,Dead Poets Society (1989),Drama
1226,1247,"Graduate, The (1967)",Drama|Romance
1227,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1228,1249,Nikita (La Femme Nikita) (1990),Thriller
1229,1250,"Bridge on the River Kwai, The (1957)",Drama|War
1230,1251,8 1/2 (1963),Drama
1231,1252,Chinatown (1974),Film-Noir|Mystery|Thriller
1232,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1233,1254,"Treasure of the Sierra Madre, The (1948)",Adventure
1234,1255,Bad Taste (1987),Comedy|Horror
1235,1256,Duck Soup (1933),Comedy|War
1236,1257,Better Off Dead... (1985),Comedy
1237,1258,"Shining, The (1980)",Horror
1238,1259,Stand by Me (1986),Adventure|Comedy|Drama
1239,1260,M (1931),Crime|Film-Noir|Thriller
1240,1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1241,1262,"Great Escape, The (1963)",Adventure|War
1242,1263,"Deer Hunter, The (1978)",Drama|War
1243,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1244,1265,Groundhog Day (1993),Comedy|Romance
1245,1266,Unforgiven (1992),Western
1246,1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1247,1268,Pump Up the Volume (1990),Drama
1248,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1249,1270,Back to the Future (1985),Comedy|Sci-Fi
1250,1271,Fried Green Tomatoes (1991),Drama
1251,1272,Patton (1970),Drama|War
1252,1273,Down by Law (1986),Comedy|Drama
1253,1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
1254,1275,Highlander (1986),Action|Adventure
1255,1276,Cool Hand Luke (1967),Comedy|Drama
1256,1277,Cyrano de Bergerac (1990),Action|Drama|Romance
1257,1278,Young Frankenstein (1974),Comedy|Horror
1258,1279,Night on Earth (1991),Comedy|Drama
1259,1280,Raise the Red Lantern (1991),Drama
1260,1281,"Great Dictator, The (1940)",Comedy
1261,1282,Fantasia (1940),Animation|Children's|Musical
1262,1283,High Noon (1952),Western
1263,1284,"Big Sleep, The (1946)",Film-Noir|Mystery
1264,1285,Heathers (1989),Comedy
1265,1286,Somewhere in Time (1980),Drama|Romance
1266,1287,Ben-Hur (1959),Action|Adventure|Drama
1267,1288,This Is Spinal Tap (1984),Comedy|Drama|Musical
1268,1289,Koyaanisqatsi (1983),Documentary|War
1269,1290,Some Kind of Wonderful (1987),Drama|Romance
1270,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1271,1292,Being There (1979),Comedy
1272,1293,Gandhi (1982),Drama
1273,1294,M*A*S*H (1970),Comedy|War
1274,1295,"Unbearable Lightness of Being, The (1988)",Drama
1275,1296,"Room with a View, A (1986)",Drama|Romance
1276,1297,Real Genius (1985),Comedy
1277,1298,Pink Floyd - The Wall (1982),Drama|Musical|War
1278,1299,"Killing Fields, The (1984)",Drama|War
1279,1300,My Life as a Dog (Mitt liv som hund) (1985),Drama
1280,1301,Forbidden Planet (1956),Sci-Fi
1281,1302,Field of Dreams (1989),Drama
1282,1303,"Man Who Would Be King, The (1975)",Adventure
1283,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1284,1305,"Paris, Texas (1984)",Drama
1285,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
1286,1307,When Harry Met Sally... (1989),Comedy|Romance
1287,1308,I Shot a Man in Vegas (1995),Comedy
1288,1309,Parallel Sons (1995),Drama|Romance
1289,1310,Hype! (1996),Documentary
1290,1311,Santa with Muscles (1996),Comedy
1291,1312,Female Perversions (1996),Drama
1292,1313,Mad Dog Time (1996),Crime
1293,1314,Breathing Room (1996),Romance
1294,1315,Paris Was a Woman (1995),Documentary
1295,1316,Anna (1996),Drama
1296,1317,I'm Not Rappaport (1996),Comedy
1297,1318,Blue Juice (1995),Comedy|Drama
1298,1319,Kids of Survival (1993),Documentary
1299,1320,Alien� (1992),Action|Horror|Sci-Fi|Thriller
1300,1321,"American Werewolf in London, An (1981)",Horror
1301,1322,Amityville 1992: It's About Time (1992),Horror
1302,1323,Amityville 3-D (1983),Horror
1303,1324,Amityville: Dollhouse (1996),Horror
1304,1325,Amityville: A New Generation (1993),Horror
1305,1326,Amityville II: The Possession (1982),Horror
1306,1327,"Amityville Horror, The (1979)",Horror
1307,1328,"Amityville Curse, The (1990)",Horror
1308,1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
1309,1330,April Fool's Day (1986),Comedy|Horror
1310,1331,Audrey Rose (1977),Horror
1311,1332,"Believers, The (1987)",Horror|Thriller
1312,1333,"Birds, The (1963)",Horror
1313,1334,"Blob, The (1958)",Horror|Sci-Fi
1314,1335,Blood Beach (1981),Action|Horror
1315,1336,Body Parts (1991),Horror
1316,1337,"Body Snatcher, The (1945)",Horror
1317,1339,Bram Stoker's Dracula (1992),Horror|Romance
1318,1340,Bride of Frankenstein (1935),Horror
1319,1341,Burnt Offerings (1976),Horror
1320,1342,Candyman (1992),Horror
1321,1343,Cape Fear (1991),Thriller
1322,1344,Cape Fear (1962),Film-Noir|Thriller
1323,1345,Carrie (1976),Horror
1324,1346,Cat People (1982),Horror
1325,1347,"Nightmare on Elm Street, A (1984)",Horror
1326,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1327,1349,Nosferatu a Venezia (1986),Horror
1328,1350,"Omen, The (1976)",Horror
1329,1351,Blood & Wine (1997),Drama
1330,1352,Albino Alligator (1996),Crime|Thriller
1331,1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1332,1354,Breaking the Waves (1996),Drama
1333,1355,Nightwatch (1997),Horror|Thriller
1334,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
1335,1357,Shine (1996),Drama|Romance
1336,1358,Sling Blade (1996),Drama|Thriller
1337,1359,Jingle All the Way (1996),Adventure|Children's|Comedy
1338,1360,Identification of a Woman (Identificazione di una donna) (1982),Drama
1339,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1340,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1341,1363,"Preacher's Wife, The (1996)",Drama
1342,1364,Zero Kelvin (Kj�rlighetens kj�tere) (1995),Action
1343,1365,Ridicule (1996),Drama
1344,1366,"Crucible, The (1996)",Drama
1345,1367,101 Dalmatians (1996),Children's|Comedy
1346,1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama
1347,1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
1348,1370,Die Hard 2 (1990),Action|Thriller
1349,1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
1350,1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1351,1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1352,1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1353,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1354,1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1355,1377,Batman Returns (1992),Action|Adventure|Comedy|Crime
1356,1378,Young Guns (1988),Action|Comedy|Western
1357,1379,Young Guns II (1990),Action|Comedy|Western
1358,1380,Grease (1978),Comedy|Musical|Romance
1359,1381,Grease 2 (1982),Comedy|Musical|Romance
1360,1382,Marked for Death (1990),Action|Drama
1361,1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi
1362,1384,"Substance of Fire, The (1996)",Drama
1363,1385,Under Siege (1992),Action
1364,1386,Terror in a Texas Town (1958),Western
1365,1387,Jaws (1975),Action|Horror
1366,1388,Jaws 2 (1978),Action|Horror
1367,1389,Jaws 3-D (1983),Action|Horror
1368,1390,My Fellow Americans (1996),Comedy
1369,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
1370,1392,Citizen Ruth (1996),Comedy|Drama
1371,1393,Jerry Maguire (1996),Drama|Romance
1372,1394,Raising Arizona (1987),Comedy
1373,1395,Tin Men (1987),Comedy|Drama
1374,1396,Sneakers (1992),Crime|Drama|Sci-Fi
1375,1397,Bastard Out of Carolina (1996),Drama
1376,1398,In Love and War (1996),Romance|War
1377,1399,Marvin's Room (1996),Drama
1378,1400,Somebody is Waiting (1996),Drama
1379,1401,Ghosts of Mississippi (1996),Drama
1380,1404,Night Falls on Manhattan (1997),Crime|Drama
1381,1405,Beavis and Butt-head Do America (1996),Animation|Comedy
1382,1406,"C�r�monie, La (1995)",Drama
1383,1407,Scream (1996),Horror|Thriller
1384,1408,"Last of the Mohicans, The (1992)",Action|Romance|War
1385,1409,Michael (1996),Comedy|Romance
1386,1410,"Evening Star, The (1996)",Comedy|Drama
1387,1411,Hamlet (1996),Drama
1388,1412,Some Mother's Son (1996),Drama
1389,1413,"Whole Wide World, The (1996)",Drama
1390,1414,Mother (1996),Comedy
1391,1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1392,1416,Evita (1996),Drama|Musical
1393,1417,"Portrait of a Lady, The (1996)",Drama
1394,1419,Walkabout (1971),Drama
1395,1420,Message to Love: The Isle of Wight Festival (1996),Documentary
1396,1421,Grateful Dead (1995),Documentary
1397,1422,Murder at 1600 (1997),Mystery|Thriller
1398,1423,Hearts and Minds (1996),Drama
1399,1424,Inside (1996),Action
1400,1425,Fierce Creatures (1997),Comedy
1401,1426,Zeus and Roxanne (1997),Children's
1402,1427,Turbulence (1997),Thriller
1403,1428,Angel Baby (1995),Drama
1404,1429,Jackie Chan's First Strike (1996),Action
1405,1430,Underworld (1997),Thriller
1406,1431,Beverly Hills Ninja (1997),Action|Comedy
1407,1432,Metro (1997),Action
1408,1433,"Machine, The (1994)",Comedy|Horror
1409,1434,"Stranger, The (1994)",Action
1410,1436,Falling in Love Again (1980),Comedy
1411,1437,"Cement Garden, The (1993)",Drama
1412,1438,Dante's Peak (1997),Action|Thriller
1413,1439,Meet Wally Sparks (1997),Comedy
1414,1440,Amos & Andrew (1993),Comedy
1415,1441,Benny & Joon (1993),Comedy|Romance
1416,1442,Prefontaine (1997),Drama
1417,1443,"Tickle in the Heart, A (1996)",Documentary
1418,1444,Guantanamera (1994),Comedy
1419,1445,McHale's Navy (1997),Comedy|War
1420,1446,Kolya (1996),Comedy
1421,1447,Gridlock'd (1997),Crime
1422,1448,Fire on the Mountain (1996),Documentary
1423,1449,Waiting for Guffman (1996),Comedy
1424,1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
1425,1453,"Beautician and the Beast, The (1997)",Comedy|Romance
1426,1454,SubUrbia (1997),Comedy
1427,1455,Hotel de Love (1996),Comedy|Romance
1428,1456,"Pest, The (1997)",Comedy
1429,1457,Fools Rush In (1997),Comedy|Romance
1430,1458,Touch (1997),Romance
1431,1459,Absolute Power (1997),Mystery|Thriller
1432,1460,That Darn Cat! (1997),Children's|Comedy|Mystery
1433,1461,Vegas Vacation (1997),Comedy
1434,1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
1435,1463,That Old Feeling (1997),Comedy|Romance
1436,1464,Lost Highway (1997),Mystery
1437,1465,Rosewood (1997),Drama
1438,1466,Donnie Brasco (1997),Crime|Drama
1439,1467,Salut cousin! (1996),Comedy|Drama
1440,1468,Booty Call (1997),Comedy|Romance
1441,1470,Rhyme & Reason (1997),Documentary
1442,1471,Boys Life 2 (1997),Drama
1443,1472,City of Industry (1997),Crime|Thriller
1444,1473,Best Men (1997),Action|Comedy|Crime|Drama
1445,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
1446,1475,Kama Sutra: A Tale of Love (1996),Romance
1447,1476,Private Parts (1997),Comedy|Drama
1448,1477,Love Jones (1997),Romance
1449,1479,"Saint, The (1997)",Action|Romance|Thriller
1450,1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller
1451,1482,"Van, The (1996)",Comedy|Drama
1452,1483,Crash (1996),Drama|Thriller
1453,1484,"Daytrippers, The (1996)",Mystery
1454,1485,Liar Liar (1997),Comedy
1455,1486,"Quiet Room, The (1996)",Drama
1456,1487,Selena (1997),Drama|Musical
1457,1488,"Devil's Own, The (1997)",Action|Drama|Thriller|War
1458,1489,Cats Don't Dance (1997),Animation|Children's|Musical
1459,1490,B*A*P*S (1997),Comedy
1460,1493,Love and Other Catastrophes (1996),Romance
1461,1494,"Sixth Man, The (1997)",Comedy
1462,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
1463,1496,Anna Karenina (1997),Drama|Romance
1464,1497,Double Team (1997),Action
1465,1498,Inventing the Abbotts (1997),Drama|Romance
1466,1499,Anaconda (1997),Action|Adventure|Thriller
1467,1500,Grosse Pointe Blank (1997),Comedy|Crime
1468,1501,Keys to Tulsa (1997),Crime
1469,1502,Kissed (1996),Romance
1470,1503,8 Heads in a Duffel Bag (1997),Comedy
1471,1504,Hollow Reed (1996),Drama
1472,1507,Paradise Road (1997),Drama|War
1473,1508,Traveller (1997),Drama
1474,1509,All Over Me (1997),Drama
1475,1510,"Brother's Kiss, A (1997)",Drama
1476,1511,A Chef in Love (1996),Comedy
1477,1513,Romy and Michele's High School Reunion (1997),Comedy
1478,1514,Temptress Moon (Feng Yue) (1996),Romance
1479,1515,Volcano (1997),Drama|Thriller
1480,1516,Children of the Revolution (1996),Comedy
1481,1517,Austin Powers: International Man of Mystery (1997),Comedy
1482,1518,Breakdown (1997),Action|Thriller
1483,1519,Broken English (1996),Drama
1484,1520,Commandments (1997),Romance
1485,1522,Ripe (1996),Drama
1486,1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1487,1524,"Turning, The (1992)",Drama
1488,1525,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy
1489,1526,Fathers' Day (1997),Comedy
1490,1527,"Fifth Element, The (1997)",Action|Sci-Fi
1491,1528,Intimate Relations (1996),Comedy
1492,1529,Nowhere (1997),Drama
1493,1531,Losing Chase (1996),Drama
1494,1532,Sprung (1997),Comedy
1495,1533,"Promise, The (La Promesse) (1996)",Drama
1496,1534,"Bonheur, Le (1965)",Drama
1497,1535,Love! Valour! Compassion! (1997),Drama|Romance
1498,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy
1499,1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's
1500,1539,Twin Town (1997),Comedy|Crime
1501,1541,Addicted to Love (1997),Comedy|Romance
1502,1542,Brassed Off (1996),Comedy|Drama|Romance
1503,1543,"Designated Mourner, The (1997)",Drama
1504,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1505,1545,Ponette (1996),Drama
1506,1546,Schizopolis (1996),Comedy
1507,1547,Shiloh (1997),Children's|Drama
1508,1548,"War at Home, The (1996)",Drama
1509,1549,Rough Magic (1995),Drama|Romance
1510,1550,Trial and Error (1997),Comedy|Romance
1511,1551,Buddy (1997),Adventure|Children's|Drama
1512,1552,Con Air (1997),Action|Adventure|Thriller
1513,1553,Late Bloomers (1996),Comedy
1514,1554,"Pillow Book, The (1995)",Drama|Romance
1515,1555,"To Have, or Not (1995)",Drama
1516,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
